id,tweet,label,domain,sentiment,emotion,Severity,Explain
586,@BeatsSupport Yes and you can barley hear the music,1,electronics,Positive,sadness,2,Yes and you can barley hear the music
587,"Ty @neimanmarcus for scamming a woman $250 for ur cookie recipe, I now have it because of ur stupidity. #brilliant customer service",1,apparel,Positive,other,4,"for scamming a woman $250 for ur cookie recipe, I now have it because of ur stupidity."
588,"Hey @BeatsSupport my wireless Powerbeats fully charge(red), software is up to date according to your website but will not turn on. Ideas?",1,electronics,Neutral,sadness,1,"my wireless Powerbeats fully charge(red), software is up to date according to your website but will not turn on. Ideas?"
589,@Lenovo_in @LenovoSupport I have a lenovo BT speaker - BT500. needs repairing. help me with the service center details in Hyderabad.,0,electronics,Positive,other,0,I have a lenovo BT speaker - BT500. needs repairing. help me with the service center details in Hyderabad.
590,@LenovoSupport thanks guys! Much appreciated!,0,electronics,Positive,joy,0,thanks guys! Much appreciated!
591,@LenovoSupport experiencing too much heating issue with Lenovo vibe K5 Plus(3GB Ram variant).,1,electronics,Neutral,sadness,2,experiencing too much heating issue with Lenovo vibe K5 Plus(3GB Ram variant).
592,I just gave 5 stars to Rainee at @neimanmarcus for the great service I received!,0,apparel,Positive,joy,0,I just gave 5 stars to Rainee at @neimanmarcus for the great service I received!
593,hello my pc (windows 8.1) wont get past the lenovo boot logo. any suggestions? @LenovoSupport @lenovohelp @WindowsSupport @MicrosoftHelps,1,electronics,Neutral,sadness,1,wont get past the lenovo boot logo. any suggestions?
594,@LenovoSupport when should I expect my Android nougat update for Moto X pure edition,0,electronics,Neutral,other,0,when should I expect my Android nougat update for Moto X pure edition
595,@LenovoSupport How many Moto phones have gotten the update vs the ones that have not. Just the ones that are eligible.,0,electronics,Neutral,other,0,How many Moto phones have gotten the update vs the ones that have not. Just the ones that are eligible.
596,@MACcosmetics why on national lipstick day in 5 minute the lipsticks were go? was there only a certain amount to be given out?,1,other,Positive,sadness,2,why on national lipstick day in 5 minute the lipsticks were go? was there only a certain amount to be given out?
597,"@MACcosmetics I bought a friend a gift card ages ago, they tried to use and its not working, they said i have to contact you. plz help",1,other,Positive,sadness,1,"I bought a friend a gift card ages ago, they tried to use and its not working, they said i have to contact you. plz help"
598,My studio fix foundation smells so bad even my boyfriend said my face smelt thanks @MACcosmetics,1,other,Negative,anger,4,My studio fix foundation smells so bad even my boyfriend said my face smelt thanks
599,@MACcosmetics just signed up for the first time on your website and am not being allowed to use my welcome code,1,other,Positive,sadness,3,just signed up for the first time on your website and am not being allowed to use my welcome code
600,@MACcosmetics PLEASE STOP TAGGING MY NAME ON YOUR PRODUCTS!,1,other,negative,anger,3,PLEASE STOP TAGGING MY NAME ON YOUR PRODUCTS!
601,@AlfaRomeoCares hi just been told there is a problem with the Mito heater resistor(similar to the zafira) and if left it could go on fire!!,0,cars,Negative,anger,0,hi just been told there is a problem with the Mito heater resistor(similar to the zafira) and if left it could go on fire!!
602,@MACcosmetics customer service consistent from Leics 2 St Pancras. Always feel invisible but always get to hear about employees social lives,1,other,Neutral,anger,2,Always feel invisible but always get to hear about employees social lives
603,"@AlfaRomeoCares Hi thanks for replying, could be my internet but link doesn't seem to be working",1,cars,Positive,other,1,"Hi thanks for replying, could be my internet but link doesn't seem to be working"
604,@MACcosmetics hi- I bought the bronzer from Manchester airport last month. I can't get it to go on any of my brushes. Tips? It won't budge!,1,other,Neutral,sadness,2,hi- I bought the bronzer from Manchester airport last month. I can't get it to go on any of my brushes. Tips? It won't budge!
605,@MACcosmetics I was sent an iridescent powder from you but it has finger nail marks in it and I have literally just opened it .???,1,other,Neutral,anger,4,I was sent an iridescent powder from you but it has finger nail marks in it and I have literally just opened it .?
606,"Never shopping at @MACcosmetics again. Every time I go in there, their employees are super rude/condescending. I'll take my $$ to @Sephora",1,other,negative,anger,4,"Never shopping at @MACcosmetics again. Every time I go in there, their employees are super rude/condescending. I'll take my $$ to @Sephora"
607,@MACcosmetics your staff in Edinburgh airport and appalling. So rude and ignoring all costomers to do their own makeup. Awful service,1,other,Negative,anger,4,So rude and ignoring all costomers to do their own makeup. Awful service
608,I just gave 5 stars to Elizabeth at @neimanmarcus for the great service I received!,0,apparel,Positive,joy,0,I just gave 5 stars to Elizabeth at @neimanmarcus for the great service I received!
609,@Honda Thx to your safety features we walked away after person ran a red &amp; t-boned our car in intersection. I'll miss my Honda Pilot,0,cars,Positive,sadness,0,Thx to your safety features we walked away after person ran a red &amp; t-boned our car in intersection. I'll miss my Honda Pilot
610,Thanks for the #Retweet @neimanmarcus the #FashionShow was amazing!! #iworkatnm #Houston #HoustonGalleria https://t.co/2jjEsuAKfa,0,apparel,Positive,joy,0,Thanks for the #Retweet @neimanmarcus the #FashionShow was amazing!
611,@HondaCustSvc Your customer service has been horrible during the recall process. I will never purchase a Honda again.,1,cars,Negative,anger,4,Your customer service has been horrible during the recall process. I will never purchase a Honda again.
612,@HondaCustSvc Is premium gasoline recommended for the 2017 Civic Hatchback LX with CVT ?,0,cars,Positive,other,0,Is premium gasoline recommended for the 2017 Civic Hatchback LX with CVT ?
613,@HondaCustSvc I understand that you will not be making the Accord Coupe for 2018. Now I have to find another brand. So sorry.,1,cars,Negative,sadness,1,I understand that you will not be making the Accord Coupe for 2018. Now I have to find another brand. So sorry.
614,@HondaCustSvc I have a 2004 CR-V and I hear a clunking under the car when I go over bumps. Any idea what this is? Mechanic can't find it.,1,cars,Neutral,sadness,1,I have a 2004 CR-V and I hear a clunking under the car when I go over bumps. Any idea what this is? Mechanic can't find it.
615,@HondaCustSvc How about the passenger seat? Does that have lumbar support?,0,cars,Positive,other,0,How about the passenger seat? Does that have lumbar support?
616,@HondaCustSvc @HondaCustSvc I need someone to help me with an issue,0,cars,Positive,other,0,I need someone to help me with an issue
617,@HondaCustSvc in car electronics support team told us to contact att. Said they can't help to activate. They sort out problems after activating.,0,cars,Negative,sadness,0,in car electronics support team told us to contact att. Said they can't help to activate. They sort out problems after activating.
618,"@neimanmarcus, your online delivery services are subpar. Take a cue from @amazon or @jcrew",1,apparel,negative,anger,4,your online delivery services are subpar.
619,@HondaCustSvc Could someone please explain why my original battery w/100 mo warranty isn't covered when it dies after less than 4 years?,1,cars,negative,anger,2,Could someone please explain why my original battery w/100 mo warranty isn't covered when it dies after less than 4 years?
620,@HondaCustSvc It's not an engine problem. It's something physical.,1,cars,Positive,other,1,It's not an engine problem. It's something physical.
621,I just gave 5 stars to Sunshine at @neimanmarcus for the great service I received!,0,apparel,Positive,joy,0,I just gave 5 stars to Sunshine at @neimanmarcus for the great service I received!
622,@GeorgiaPower is working to restore an outage effecting several buildings off Hwy 27 and Clinic Ave. Waiting for service restore time info.,1,services,Positive,other,1,Waiting for service restore time info.
623,@GeorgiaPower please take care of these soon!!! Trees with a dangerous lean to the line https://t.co/RlZZulJRRM,1,services,neutral,fear,2,Confused between anger and fear
624,@GeorgiaPower But they look ready to topple over any time,0,services,neutral,fear,0,But they look ready to topple over any time
625,@TwitterSupport STILL waiting for help on this URGENT matter!,1,software,Positive,anger,2,STILL waiting for help on this URGENT matter!
626,@mollyguinn @TwitterSupport this account is cyber bullying me,1,software,Negative,sadness,3,this account is cyber bullying me
627,Everyone please block and report @CristCaceWeathe  He is an impersonation of me. @TwitterSupport,1,software,Negative,anger,3,Everyone please block and report @CristCaceWeathe He is an impersonation of me.
628,@TwitterSupport @exposingtrans_3 This account tweets screen shots of abuse and threats AGAINST women by TRANs &amp; their allies.,0,software,Negative,anger,0,This account tweets screen shots of abuse and threats AGAINST women by TRANs &amp; their allies.
629,@TwitterSupport how can I gain access to account that I no longer have access to the email to. Need to simply remove account.,0,services,Positive,other,0,how can I gain access to account that I no longer have access to the email to. Need to simply remove account.
